query,source,object_id,title,artist,filename,image_path,object_url,is_public_domain
impressionism,met,544740,Yuny and His Wife Renenutet,,artwork2_met_018_unknown_yuny-and-his-wife-renenutet.jpg,artworks/artwork2_met_018_unknown_yuny-and-his-wife-renenutet.jpg,https://www.metmuseum.org/art/collection/search/544740,True
impressionism,met,544499,Stela with Taweret and Mut of Isheru,,artwork2_met_019_unknown_stela-with-taweret-and-mut-of-isheru.jpg,artworks/artwork2_met_019_unknown_stela-with-taweret-and-mut-of-isheru.jpg,https://www.metmuseum.org/art/collection/search/544499,True
impressionism,met,824771,Marie Antoinette in a Park,Elisabeth Louise Vigée Le Brun,artwork2_met_020_elisabeth-louise-vigée-le-brun_marie-antoinette-in-a-park.jpg,artworks/artwork2_met_020_elisabeth-louise-vigée-le-brun_marie-antoinette-in-a-park.jpg,https://www.metmuseum.org/art/collection/search/824771,True
impressionism,met,317877,Processional Cross,Northern Highlands artist,artwork2_met_021_northern-highlands-artist_processional-cross.jpg,artworks/artwork2_met_021_northern-highlands-artist_processional-cross.jpg,https://www.metmuseum.org/art/collection/search/317877,True
impressionism,met,459027,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",Jacometto (Jacometto Veneziano),artwork2_met_022_jacometto-jacometto-veneziano_portrait-of-a-woman-possibly-a-nun-of-san-secondo.jpg,artworks/artwork2_met_022_jacometto-jacometto-veneziano_portrait-of-a-woman-possibly-a-nun-of-san-secondo.jpg,https://www.metmuseum.org/art/collection/search/459027,True
impressionism,met,459028,Portrait of Alvise Contarini(?); (verso) A Tethered Roebuck,Jacometto (Jacometto Veneziano),artwork2_met_023_jacometto-jacometto-veneziano_portrait-of-alvise-contarini-verso-a-tethered-roeb.jpg,artworks/artwork2_met_023_jacometto-jacometto-veneziano_portrait-of-alvise-contarini-verso-a-tethered-roeb.jpg,https://www.metmuseum.org/art/collection/search/459028,True
impressionism,met,436241,Cows Crossing a Ford,Jules Dupré,artwork2_met_024_jules-dupré_cows-crossing-a-ford.jpg,artworks/artwork2_met_024_jules-dupré_cows-crossing-a-ford.jpg,https://www.metmuseum.org/art/collection/search/436241,True
impressionism,met,438821,Ia Orana Maria (Hail Mary),Paul Gauguin,artwork2_met_025_paul-gauguin_ia-orana-maria-hail-mary.jpg,artworks/artwork2_met_025_paul-gauguin_ia-orana-maria-hail-mary.jpg,https://www.metmuseum.org/art/collection/search/438821,True
impressionism,met,209104,Settee (one of a pair) (part of a set),Johann Michael Bauer,artwork2_met_026_johann-michael-bauer_settee-one-of-a-pair-part-of-a-set.jpg,artworks/artwork2_met_026_johann-michael-bauer_settee-one-of-a-pair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/209104,True
impressionism,met,435711,An Egyptian Peasant Woman and Her Child,Léon Bonnat,artwork2_met_027_léon-bonnat_an-egyptian-peasant-woman-and-her-child.jpg,artworks/artwork2_met_027_léon-bonnat_an-egyptian-peasant-woman-and-her-child.jpg,https://www.metmuseum.org/art/collection/search/435711,True
impressionism,met,435848,The Birth of the Virgin,Fra Carnevale (Bartolomeo di Giovanni Corradini),artwork2_met_028_fra-carnevale-bartolomeo-di-giovanni-cor_the-birth-of-the-virgin.jpg,artworks/artwork2_met_028_fra-carnevale-bartolomeo-di-giovanni-cor_the-birth-of-the-virgin.jpg,https://www.metmuseum.org/art/collection/search/435848,True
impressionism,met,207157,Dwarf (one of a pair),Villeroy,artwork2_met_029_villeroy_dwarf-one-of-a-pair.jpg,artworks/artwork2_met_029_villeroy_dwarf-one-of-a-pair.jpg,https://www.metmuseum.org/art/collection/search/207157,True
impressionism,met,237451,Dwarf (one of a pair),Villeroy,artwork2_met_030_villeroy_dwarf-one-of-a-pair.jpg,artworks/artwork2_met_030_villeroy_dwarf-one-of-a-pair.jpg,https://www.metmuseum.org/art/collection/search/237451,True
impressionism,met,436102,Virgin and Child with Four Angels,Gerard David,artwork2_met_031_gerard-david_virgin-and-child-with-four-angels.jpg,artworks/artwork2_met_031_gerard-david_virgin-and-child-with-four-angels.jpg,https://www.metmuseum.org/art/collection/search/436102,True
impressionism,met,194191,Clock watch with astronomical dial and sundial,Jan Jansen Bockeltz,artwork2_met_032_jan-jansen-bockeltz_clock-watch-with-astronomical-dial-and-sundial.jpg,artworks/artwork2_met_032_jan-jansen-bockeltz_clock-watch-with-astronomical-dial-and-sundial.jpg,https://www.metmuseum.org/art/collection/search/194191,True
impressionism,met,192770,Saint Bridget of Sweden Receiving the Rule of Her Order,Agostino d'Antonio di Duccio,artwork2_met_033_agostino-dantonio-di-duccio_saint-bridget-of-sweden-receiving-the-rule-of-her.jpg,artworks/artwork2_met_033_agostino-dantonio-di-duccio_saint-bridget-of-sweden-receiving-the-rule-of-her.jpg,https://www.metmuseum.org/art/collection/search/192770,True
impressionism,met,451725,"""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds)",Habiballah of Sava,artwork2_met_034_habiballah-of-sava_the-concourse-of-the-birds-folio-11r-from-a-mantiq.jpg,artworks/artwork2_met_034_habiballah-of-sava_the-concourse-of-the-birds-folio-11r-from-a-mantiq.jpg,https://www.metmuseum.org/art/collection/search/451725,True
impressionism,met,460281,Tabernacle Polyptych with the Madonna and Child and Scenes from the Life of Christ,,artwork2_met_035_unknown_tabernacle-polyptych-with-the-madonna-and-child-an.jpg,artworks/artwork2_met_035_unknown_tabernacle-polyptych-with-the-madonna-and-child-an.jpg,https://www.metmuseum.org/art/collection/search/460281,True
renaissance portrait,met,436896,Portrait of a Woman with a Man at a Casement,Fra Filippo Lippi,artwork2_met_036_fra-filippo-lippi_portrait-of-a-woman-with-a-man-at-a-casement.jpg,artworks/artwork2_met_036_fra-filippo-lippi_portrait-of-a-woman-with-a-man-at-a-casement.jpg,https://www.metmuseum.org/art/collection/search/436896,True
renaissance portrait,met,438688,Saint Francis,Federico Barocci,artwork2_met_037_federico-barocci_saint-francis.jpg,artworks/artwork2_met_037_federico-barocci_saint-francis.jpg,https://www.metmuseum.org/art/collection/search/438688,True
renaissance portrait,met,437609,The Holy Family with the Young Saint John the Baptist,Andrea del Sarto (Andrea d'Agnolo),artwork2_met_038_andrea-del-sarto-andrea-dagnolo_the-holy-family-with-the-young-saint-john-the-bapt.jpg,artworks/artwork2_met_038_andrea-del-sarto-andrea-dagnolo_the-holy-family-with-the-young-saint-john-the-bapt.jpg,https://www.metmuseum.org/art/collection/search/437609,True
renaissance portrait,met,436803,The Adoration of the Magi,Joos van Wassenhove,artwork2_met_039_joos-van-wassenhove_the-adoration-of-the-magi.jpg,artworks/artwork2_met_039_joos-van-wassenhove_the-adoration-of-the-magi.jpg,https://www.metmuseum.org/art/collection/search/436803,True
renaissance portrait,met,204587,Emperor Antoninus Pius,Antico (Pier Jacopo Alari Bonacolsi),artwork2_met_040_antico-pier-jacopo-alari-bonacolsi_emperor-antoninus-pius.jpg,artworks/artwork2_met_040_antico-pier-jacopo-alari-bonacolsi_emperor-antoninus-pius.jpg,https://www.metmuseum.org/art/collection/search/204587,True
renaissance portrait,met,436885,Scene from a Novella,Liberale da Verona,artwork2_met_041_liberale-da-verona_scene-from-a-novella.jpg,artworks/artwork2_met_041_liberale-da-verona_scene-from-a-novella.jpg,https://www.metmuseum.org/art/collection/search/436885,True
renaissance portrait,met,198704,Dish depicting The Death of Saul,Medici Porcelain Manufactory,artwork2_met_042_medici-porcelain-manufactory_dish-depicting-the-death-of-saul.jpg,artworks/artwork2_met_042_medici-porcelain-manufactory_dish-depicting-the-death-of-saul.jpg,https://www.metmuseum.org/art/collection/search/198704,True
renaissance portrait,met,435897,Head of Christ (Ecce Homo),Petrus Christus,artwork2_met_043_petrus-christus_head-of-christ-ecce-homo.jpg,artworks/artwork2_met_043_petrus-christus_head-of-christ-ecce-homo.jpg,https://www.metmuseum.org/art/collection/search/435897,True
renaissance portrait,met,436658,Hermann von Wedigh III (died 1560),Hans Holbein the Younger,artwork2_met_044_hans-holbein-the-younger_hermann-von-wedigh-iii-died-1560.jpg,artworks/artwork2_met_044_hans-holbein-the-younger_hermann-von-wedigh-iii-died-1560.jpg,https://www.metmuseum.org/art/collection/search/436658,True
renaissance portrait,met,437173,Don Andrés de Andrade y la Cal,Bartolomé Estebán Murillo,artwork2_met_045_bartolomé-estebán-murillo_don-andrés-de-andrade-y-la-cal.jpg,artworks/artwork2_met_045_bartolomé-estebán-murillo_don-andrés-de-andrade-y-la-cal.jpg,https://www.metmuseum.org/art/collection/search/437173,True
renaissance portrait,met,435722,Portrait of a Man in Armor with Two Pages,Paris Bordon,artwork2_met_046_paris-bordon_portrait-of-a-man-in-armor-with-two-pages.jpg,artworks/artwork2_met_046_paris-bordon_portrait-of-a-man-in-armor-with-two-pages.jpg,https://www.metmuseum.org/art/collection/search/435722,True
renaissance portrait,met,437021,Head of Christ,Master of the Orcagnesque Misericordia,artwork2_met_047_master-of-the-orcagnesque-misericordia_head-of-christ.jpg,artworks/artwork2_met_047_master-of-the-orcagnesque-misericordia_head-of-christ.jpg,https://www.metmuseum.org/art/collection/search/437021,True
renaissance portrait,met,438816,The Forest in Winter at Sunset,Théodore Rousseau,artwork2_met_048_théodore-rousseau_the-forest-in-winter-at-sunset.jpg,artworks/artwork2_met_048_théodore-rousseau_the-forest-in-winter-at-sunset.jpg,https://www.metmuseum.org/art/collection/search/438816,True
renaissance portrait,met,459071,Portrait of a Woman,Netherlandish or French,artwork2_met_049_netherlandish-or-french_portrait-of-a-woman.jpg,artworks/artwork2_met_049_netherlandish-or-french_portrait-of-a-woman.jpg,https://www.metmuseum.org/art/collection/search/459071,True
renaissance portrait,met,437457,The Baptism of Christ,Sebastiano Ricci,artwork2_met_050_sebastiano-ricci_the-baptism-of-christ.jpg,artworks/artwork2_met_050_sebastiano-ricci_the-baptism-of-christ.jpg,https://www.metmuseum.org/art/collection/search/437457,True
renaissance portrait,met,450409,Enameled and Gilded Bottle,,artwork2_met_051_unknown_enameled-and-gilded-bottle.jpg,artworks/artwork2_met_051_unknown_enameled-and-gilded-bottle.jpg,https://www.metmuseum.org/art/collection/search/450409,True
renaissance portrait,met,435651,The Lamentation,Ambrosius Benson,artwork2_met_052_ambrosius-benson_the-lamentation.jpg,artworks/artwork2_met_052_ambrosius-benson_the-lamentation.jpg,https://www.metmuseum.org/art/collection/search/435651,True
renaissance portrait,met,437061,Salvator Mundi,Hans Memling,artwork2_met_053_hans-memling_salvator-mundi.jpg,artworks/artwork2_met_053_hans-memling_salvator-mundi.jpg,https://www.metmuseum.org/art/collection/search/437061,True
renaissance portrait,met,437368,Holy Family with an Angel,Raffaellino del Garbo (also known as Raffaelle de' Capponi and Raffaelle de' Carli),artwork2_met_054_raffaellino-del-garbo-also-known-as-raff_holy-family-with-an-angel.jpg,artworks/artwork2_met_054_raffaellino-del-garbo-also-known-as-raff_holy-family-with-an-angel.jpg,https://www.metmuseum.org/art/collection/search/437368,True
renaissance portrait,met,436897,Saint Lawrence Enthroned with Saints and Donors,Fra Filippo Lippi,artwork2_met_055_fra-filippo-lippi_saint-lawrence-enthroned-with-saints-and-donors.jpg,artworks/artwork2_met_055_fra-filippo-lippi_saint-lawrence-enthroned-with-saints-and-donors.jpg,https://www.metmuseum.org/art/collection/search/436897,True
renaissance portrait,met,436099,The Nativity with Donors and Saints Jerome and Leonard,Gerard David,artwork2_met_056_gerard-david_the-nativity-with-donors-and-saints-jerome-and-leo.jpg,artworks/artwork2_met_056_gerard-david_the-nativity-with-donors-and-saints-jerome-and-leo.jpg,https://www.metmuseum.org/art/collection/search/436099,True
landscape painting,met,764091,Our Lady of Valvanera,Unknown,artwork2_met_057_unknown_our-lady-of-valvanera.jpg,artworks/artwork2_met_057_unknown_our-lady-of-valvanera.jpg,https://www.metmuseum.org/art/collection/search/764091,True
landscape painting,met,436492,Saint Christopher and the Infant Christ,Domenico Ghirlandaio (Domenico Bigordi),artwork2_met_058_domenico-ghirlandaio-domenico-bigordi_saint-christopher-and-the-infant-christ.jpg,artworks/artwork2_met_058_domenico-ghirlandaio-domenico-bigordi_saint-christopher-and-the-infant-christ.jpg,https://www.metmuseum.org/art/collection/search/436492,True
landscape painting,met,10771,Spring Landscape,Thomas Doughty,artwork2_met_059_thomas-doughty_spring-landscape.jpg,artworks/artwork2_met_059_thomas-doughty_spring-landscape.jpg,https://www.metmuseum.org/art/collection/search/10771,True
landscape painting,met,53449,Six Jewel Rivers from Various Provinces,Utagawa Hiroshige,artwork2_met_060_utagawa-hiroshige_six-jewel-rivers-from-various-provinces.jpg,artworks/artwork2_met_060_utagawa-hiroshige_six-jewel-rivers-from-various-provinces.jpg,https://www.metmuseum.org/art/collection/search/53449,True
landscape painting,met,50168,Winter landscape with fisherman,Shi Zhong,artwork2_met_061_shi-zhong_winter-landscape-with-fisherman.jpg,artworks/artwork2_met_061_shi-zhong_winter-landscape-with-fisherman.jpg,https://www.metmuseum.org/art/collection/search/50168,True
landscape painting,met,53660,Ten Verses on Oxherding,,artwork2_met_062_unknown_ten-verses-on-oxherding.jpg,artworks/artwork2_met_062_unknown_ten-verses-on-oxherding.jpg,https://www.metmuseum.org/art/collection/search/53660,True
landscape painting,met,437518,A River in a Meadow,Théodore Rousseau,artwork2_met_063_théodore-rousseau_a-river-in-a-meadow.jpg,artworks/artwork2_met_063_théodore-rousseau_a-river-in-a-meadow.jpg,https://www.metmuseum.org/art/collection/search/437518,True
landscape painting,met,437299,"Jalais Hill, Pontoise",Camille Pissarro,artwork2_met_064_camille-pissarro_jalais-hill-pontoise.jpg,artworks/artwork2_met_064_camille-pissarro_jalais-hill-pontoise.jpg,https://www.metmuseum.org/art/collection/search/437299,True
landscape painting,met,438624,Lake Fucino and the Abruzzi Mountains,Joseph Bidauld,artwork2_met_065_joseph-bidauld_lake-fucino-and-the-abruzzi-mountains.jpg,artworks/artwork2_met_065_joseph-bidauld_lake-fucino-and-the-abruzzi-mountains.jpg,https://www.metmuseum.org/art/collection/search/438624,True
landscape painting,met,44759,"Landscapes, Figures, and Flowers",Chen Hongshou,artwork2_met_066_chen-hongshou_landscapes-figures-and-flowers.jpg,artworks/artwork2_met_066_chen-hongshou_landscapes-figures-and-flowers.jpg,https://www.metmuseum.org/art/collection/search/44759,True
landscape painting,met,437059,Young Woman with a Pink,Hans Memling,artwork2_met_067_hans-memling_young-woman-with-a-pink.jpg,artworks/artwork2_met_067_hans-memling_young-woman-with-a-pink.jpg,https://www.metmuseum.org/art/collection/search/437059,True
landscape painting,met,437508,Self-Portrait,Salvator Rosa,artwork2_met_068_salvator-rosa_self-portrait.jpg,artworks/artwork2_met_068_salvator-rosa_self-portrait.jpg,https://www.metmuseum.org/art/collection/search/437508,True
landscape painting,met,436596,Venice from the Bacino di San Marco,Francesco Guardi,artwork2_met_069_francesco-guardi_venice-from-the-bacino-di-san-marco.jpg,artworks/artwork2_met_069_francesco-guardi_venice-from-the-bacino-di-san-marco.jpg,https://www.metmuseum.org/art/collection/search/436596,True
landscape painting,met,436518,Madonna and Child with Saints,Girolamo dai Libri,artwork2_met_070_girolamo-dai-libri_madonna-and-child-with-saints.jpg,artworks/artwork2_met_070_girolamo-dai-libri_madonna-and-child-with-saints.jpg,https://www.metmuseum.org/art/collection/search/436518,True
landscape painting,met,448280,"""Bizhan Slaughters the Wild Boars of Irman"", Folio from a Shahnama (Book of Kings)",Abu'l Qasim Firdausi,artwork2_met_071_abul-qasim-firdausi_bizhan-slaughters-the-wild-boars-of-irman-folio-fr.jpg,artworks/artwork2_met_071_abul-qasim-firdausi_bizhan-slaughters-the-wild-boars-of-irman-folio-fr.jpg,https://www.metmuseum.org/art/collection/search/448280,True
landscape painting,met,436336,The Pérussis Altarpiece,Nicolas Froment,artwork2_met_072_nicolas-froment_the-pérussis-altarpiece.jpg,artworks/artwork2_met_072_nicolas-froment_the-pérussis-altarpiece.jpg,https://www.metmuseum.org/art/collection/search/436336,True
landscape painting,met,436098,The Crucifixion,Gerard David,artwork2_met_073_gerard-david_the-crucifixion.jpg,artworks/artwork2_met_073_gerard-david_the-crucifixion.jpg,https://www.metmuseum.org/art/collection/search/436098,True
rococo portrait,met,452102,Damascus Room,,artwork2_met_074_unknown_damascus-room.jpg,artworks/artwork2_met_074_unknown_damascus-room.jpg,https://www.metmuseum.org/art/collection/search/452102,True
rococo portrait,met,205737,Settee (one of a pair) (part of a set),Johann Michael Bauer,artwork2_met_075_johann-michael-bauer_settee-one-of-a-pair-part-of-a-set.jpg,artworks/artwork2_met_075_johann-michael-bauer_settee-one-of-a-pair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/205737,True
rococo portrait,met,436105,The Death of Socrates,Jacques Louis David,artwork2_met_076_jacques-louis-david_the-death-of-socrates.jpg,artworks/artwork2_met_076_jacques-louis-david_the-death-of-socrates.jpg,https://www.metmuseum.org/art/collection/search/436105,True
rococo portrait,met,200840,Glass cooler (seau à verre),Saint-Cloud factory,artwork2_met_077_saint-cloud-factory_glass-cooler-seau-à-verre.jpg,artworks/artwork2_met_077_saint-cloud-factory_glass-cooler-seau-à-verre.jpg,https://www.metmuseum.org/art/collection/search/200840,True
rococo portrait,met,233024,Upholstery panels for a settee,,artwork2_met_078_unknown_upholstery-panels-for-a-settee.jpg,artworks/artwork2_met_078_unknown_upholstery-panels-for-a-settee.jpg,https://www.metmuseum.org/art/collection/search/233024,True
rococo portrait,met,233023,Upholstery panels for a settee,,artwork2_met_079_unknown_upholstery-panels-for-a-settee.jpg,artworks/artwork2_met_079_unknown_upholstery-panels-for-a-settee.jpg,https://www.metmuseum.org/art/collection/search/233023,True
rococo portrait,met,197742,Armchair (part of a set),Nicolas-Quinibert Foliot,artwork2_met_080_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,artworks/artwork2_met_080_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197742,True
rococo portrait,met,197738,Settee (canapé) (part of a set),Nicolas-Quinibert Foliot,artwork2_met_081_nicolas-quinibert-foliot_settee-canapé-part-of-a-set.jpg,artworks/artwork2_met_081_nicolas-quinibert-foliot_settee-canapé-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197738,True
rococo portrait,met,197740,Armchair (part of a set),Nicolas-Quinibert Foliot,artwork2_met_082_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,artworks/artwork2_met_082_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197740,True
rococo portrait,met,197744,Armchair (part of a set),Nicolas-Quinibert Foliot,artwork2_met_083_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,artworks/artwork2_met_083_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197744,True
rococo portrait,met,197741,Armchair (part of a set),Nicolas-Quinibert Foliot,artwork2_met_084_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,artworks/artwork2_met_084_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197741,True
rococo portrait,met,197743,Armchair (part of a set),Nicolas-Quinibert Foliot,artwork2_met_085_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,artworks/artwork2_met_085_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197743,True
rococo portrait,met,197739,Armchair (part of a set),Nicolas-Quinibert Foliot,artwork2_met_086_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,artworks/artwork2_met_086_nicolas-quinibert-foliot_armchair-part-of-a-set.jpg,https://www.metmuseum.org/art/collection/search/197739,True
rococo portrait,met,231000,Four upholstery panels for a settee,Beauvais,artwork2_met_087_beauvais_four-upholstery-panels-for-a-settee.jpg,artworks/artwork2_met_087_beauvais_four-upholstery-panels-for-a-settee.jpg,https://www.metmuseum.org/art/collection/search/231000,True
dutch master,met,626692,The Jabach Family,Charles Le Brun,artwork2_met_088_charles-le-brun_the-jabach-family.jpg,artworks/artwork2_met_088_charles-le-brun_the-jabach-family.jpg,https://www.metmuseum.org/art/collection/search/626692,True
dutch master,met,435817,The Crucifixion with the Virgin and Saint John,Hendrick ter Brugghen,artwork2_met_089_hendrick-ter-brugghen_the-crucifixion-with-the-virgin-and-saint-john.jpg,artworks/artwork2_met_089_hendrick-ter-brugghen_the-crucifixion-with-the-virgin-and-saint-john.jpg,https://www.metmuseum.org/art/collection/search/435817,True
dutch master,met,437878,A Maid Asleep,Johannes Vermeer,artwork2_met_090_johannes-vermeer_a-maid-asleep.jpg,artworks/artwork2_met_090_johannes-vermeer_a-maid-asleep.jpg,https://www.metmuseum.org/art/collection/search/437878,True
dutch master,met,436529,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",Vincent van Gogh,artwork2_met_091_vincent-van-gogh_larlésienne-madame-joseph-michel-ginoux-marie-juli.jpg,artworks/artwork2_met_091_vincent-van-gogh_larlésienne-madame-joseph-michel-ginoux-marie-juli.jpg,https://www.metmuseum.org/art/collection/search/436529,True
dutch master,met,437984,"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851–1930)",Vincent van Gogh,artwork2_met_092_vincent-van-gogh_la-berceuse-woman-rocking-a-cradle-augustine-alix.jpg,artworks/artwork2_met_092_vincent-van-gogh_la-berceuse-woman-rocking-a-cradle-augustine-alix.jpg,https://www.metmuseum.org/art/collection/search/437984,True
dutch master,met,438779,A Peasant Family,Antoine Le Nain,artwork2_met_093_antoine-le-nain_a-peasant-family.jpg,artworks/artwork2_met_093_antoine-le-nain_a-peasant-family.jpg,https://www.metmuseum.org/art/collection/search/438779,True
dutch master,met,435807,The Smokers,Adriaen Brouwer,artwork2_met_094_adriaen-brouwer_the-smokers.jpg,artworks/artwork2_met_094_adriaen-brouwer_the-smokers.jpg,https://www.metmuseum.org/art/collection/search/435807,True
dutch master,met,437405,A Young Woman as a Shepherdess,Govert Flinck,artwork2_met_095_govert-flinck_a-young-woman-as-a-shepherdess.jpg,artworks/artwork2_met_095_govert-flinck_a-young-woman-as-a-shepherdess.jpg,https://www.metmuseum.org/art/collection/search/437405,True
dutch master,met,437585,Market by the Seashore,Salomon van Ruysdael,artwork2_met_096_salomon-van-ruysdael_market-by-the-seashore.jpg,artworks/artwork2_met_096_salomon-van-ruysdael_market-by-the-seashore.jpg,https://www.metmuseum.org/art/collection/search/437585,True
dutch master,met,436271,The Crucifixion with Donors and Saints Peter and Margaret of Antioch,Cornelis Engebrechtsz,artwork2_met_097_cornelis-engebrechtsz_the-crucifixion-with-donors-and-saints-peter-and-m.jpg,artworks/artwork2_met_097_cornelis-engebrechtsz_the-crucifixion-with-donors-and-saints-peter-and-m.jpg,https://www.metmuseum.org/art/collection/search/436271,True
dutch master,met,437202,Christ Bearing the Cross,North Netherlandish (Bruges) Painter,artwork2_met_098_north-netherlandish-bruges-painter_christ-bearing-the-cross.jpg,artworks/artwork2_met_098_north-netherlandish-bruges-painter_christ-bearing-the-cross.jpg,https://www.metmuseum.org/art/collection/search/437202,True
dutch master,met,452032,Pierced Bowl Signed by Hasan al-Qashani,,artwork2_met_099_unknown_pierced-bowl-signed-by-hasan-al-qashani.jpg,artworks/artwork2_met_099_unknown_pierced-bowl-signed-by-hasan-al-qashani.jpg,https://www.metmuseum.org/art/collection/search/452032,True
dutch master,met,437800,The Investiture of Bishop Harold as Duke of Franconia,Giovanni Battista Tiepolo,artwork2_met_100_giovanni-battista-tiepolo_the-investiture-of-bishop-harold-as-duke-of-franco.jpg,artworks/artwork2_met_100_giovanni-battista-tiepolo_the-investiture-of-bishop-harold-as-duke-of-franco.jpg,https://www.metmuseum.org/art/collection/search/437800,True
dutch master,met,437216,The Fifteen Mysteries and the Virgin of the Rosary,Netherlandish (Brussels) Painter,artwork2_met_101_netherlandish-brussels-painter_the-fifteen-mysteries-and-the-virgin-of-the-rosary.jpg,artworks/artwork2_met_101_netherlandish-brussels-painter_the-fifteen-mysteries-and-the-virgin-of-the-rosary.jpg,https://www.metmuseum.org/art/collection/search/437216,True
dutch master,met,435844,The Musicians,Caravaggio (Michelangelo Merisi),artwork2_met_102_caravaggio-michelangelo-merisi_the-musicians.jpg,artworks/artwork2_met_102_caravaggio-michelangelo-merisi_the-musicians.jpg,https://www.metmuseum.org/art/collection/search/435844,True
